text,label
Rechtsabbiege-Gebot blockiert Zugang zum Gürtelradweg.,Markierung oder Schild
Radfahrer werden auf dem Radstreifen von PKW knapp überholt.,Gefahrenstelle
"Die extrem schmale Mölkerbastei ist fast immer unpassierbar, da beidseitig parkende Autos und Lieferwagen die Straße blockieren. Schade, denn diese clevere Abkürzung würde die Fahrt durch die alptraum...",Hindernis
Kein Radweg entlang der Stadtautobahn.,Lückenschluss
Aufstellfläche für Radfahrer vor Ampel fehlt Markierung.,Markierung oder Schild
Verbindung zwischen Mayerweckstraße und Langenzersdorf fehlt.,Lückenschluss
Fehlende Route durch das Areal des alten Nordbahnhofs.,Lückenschluss
Hinweis auf Gefahrenstelle für Radfahrer fehlt.,Markierung oder Schild
Defekter Kanaldeckel ragt über Fahrbahnniveau.,Hindernis
"Wahrscheinlich schwer durchzuführen, aber ein Lückenschluss des Radwegs am inneren Gürtel wäre toll und würde die Gürtelroute für Radfahrer deutlich aufwerten",Lückenschluss
Schild für Radroute nach Umbau falsch aufgestellt.,Markierung oder Schild
Induktionsschleife für Radfahrer seit Monaten defekt.,Ampel
Radweg am Wienflussufer unterbrochen.,Lückenschluss
Verbindung zwischen Radnetz Wien und Niederösterreich fehlt.,Lückenschluss
Kein Fahrradpiktogramm auf neuem Bodenbelag.,Markierung oder Schild
Kein sicherer Radweg auf der Triester Straße.,Lückenschluss
"Dies betrifft nicht nur die Florianigasse, sondern alle neuen ""Einfahrt verboten"" Schilder, auf denen die ""ausgenommen Fahrrad"" Beschriftung jetzt integriert ist. Früher gab es ein eigenes rechteckiges Schild unter den eigentlichen ""Einfahrt Verboten"" Schildern, jetzt aber ist dieser Vermerk auf die Tafel aufgeklebt- seht klein, in einer dünnen Schrift, die von Weitem nur schwer erkennbar ist. Ich muss immer recht nahe an das Schild heranfahren um zu erkennen ob ich in die Straße einfahren darf oder nicht, weil sich die Schrift so schlecht vom Hintergrund abhebt.",Markierung oder Schild
Ampelphase zu kurz für Familien mit Kinderanhänger.,Ampel
Das Linksabbiegen in die Währinger Straße ist für Radfahrer unsicher da kein eigener Abbiegestreifen vorhanden ist. Zwischen Ende des Radstreifens und der Kreuzung fehlt eine klare Markierung für Radfahrer.,Markierung oder Schild
Radweg endet bei Baustelle ohne Warnung.,Gefahrenstelle
Papiermüll vom Wochenmarkt auf dem Radstreifen.,Hindernis
Holzpaletten vor dem Restaurant auf Radweg.,Hindernis
Übergang Radweg / Fahrbahn Agavenweg: Seit dem Umbau /Anschluss des Radwegs Mayredergasse ist die Schwelle zur Fahrbahn zu hoch (ca 5cm). Bei normaler Geschwindigkeit wird das Rad beschädigt,Gefahrenstelle
Die Kreuzung ist morgens durch haltende Fahrzeuge vollständig blockiert.,Gefahrenstelle
Kreuzung Gürtel – Autos fahren bei Orange noch durch.,Gefahrenstelle
"Hier Stehen seit Monaten Absperrgitter herum. Diese sind eine Gefahr, sollte man mal einem entgegenkommenden ausweichen müssen.",Hindernis
Radfahrer müssen lange auf Grün warten ohne Grund.,Ampel
Ampelsensor erkennt Fahrräder nicht zuverlässig.,Ampel
"In der Nedergasse ist ein RgE markiert, aber es gibt kein entsprechendes Schild/einen Zusatz am Einbahnschild.",Markierung oder Schild
"Hier fehlt ein Radweg bis zur Hasswellgasse (die wiederum die Verbindung zum Marchfeldkanal darstellt). Gerade die Kurve zwischen Anton-Böck-Gasse - Mühlweg - Hasswellgasse ist für Radfahrer extrem gefährlich. Die Fahrbahn ist eng, genauso der Gehsteig.",Lückenschluss
"Die Fahrradampel an der Kreuzung ist erst wenige Meter vor der Kreuzung sichtbar, da sie von einer Straßenlaterne verdeckt wird. Das wird zur Gefahr wenn die Straßenampel noch grün ist aber die Radampel nicht mehr.",Ampel
Kein Piktogramm am Beginn des Mehrzweckstreifens.,Markierung oder Schild
Radroute endet abrupt ohne Hinweis auf Alternative.,Lückenschluss
"Das Linksabbiegen von der Neulerchenfelder Straße auf den äußeren Gürtelradweg in Richtung Norden ist nicht sehr intuitiv. Korrekterweise muss man wohl dem Schienenverlauf in Richtung Südosten folgen, um dann scharf nach links auf den Radweg abzubiegen. Viele Radler/innen kreuzen hier den Gürtel mit 90 Grad, oder weichen auf einen der Schutzwege aus.",Markierung oder Schild
Verbindung Favoriten–Laxenburg für Radfahrer nicht ausgebaut.,Lückenschluss
Kein sicherer Weg für Radfahrer durch das Werksgelände.,Lückenschluss
"An dieser Stelle fehlt offenbar seit einem Umbau ein ""Ausgenommen Fahrrad"" bei einem Rechtsbbiegegebot. Dadurch ist es nicht legal möglich, fahrend auf den Donaukanalweg zu gelangen (speziell nach Norden).",Markierung oder Schild
Zebrastreifen ohne Radfahrer-Fahrradüberfahrt markiert.,Markierung oder Schild
"Der Fuß- und Radweg zwischen Sterkgasse und U4 Margaretengürtel hat eigentlich keine Benützungspflicht, jedoch steht man stadtauswärts vor einem ""Einfahrt verboten"" Schild. Bitte eine Ausnahme für Radfahrer hinzufügen.",Markierung oder Schild
Radfahrer werden bei Grün von abbiegenden Autos gefährdet.,Ampel
PKW überholen trotz Gegenverkehr auf dem schmalen Radweg.,Gefahrenstelle
Splitt auf dem Radweg nach Winterdienst nicht weggeräumt.,Hindernis
Überhängende Äste auf Kopfhöhe des Radwegs.,Hindernis
Keine Schutzzone beim Türöffnen in der Begegnungszone.,Gefahrenstelle
Eiszapfen von Dach fallen auf Radweg.,Hindernis
Absperrgitter nach Veranstaltung stehen noch auf Radweg.,Hindernis
Nacht: Schlechte Beleuchtung macht Kreuzung gefährlich.,Gefahrenstelle
Starke Pfütze nach Regen macht den Radweg unbefahrbar.,Hindernis
Radfahrer-Ampel erst wenige Meter vor Kreuzung sichtbar.,Ampel
"Es wäre hilfreich, wenn Radfaher von er Alfred-Adler Straße auf der Radspur kommend bei der Ampel auch links abbiegen könnten ansatt nur gerade aus zu dürfen.",Ampel
Fehlende Kennzeichnung des gemeinsamen Geh-Radwegs.,Markierung oder Schild
Wartezeit an Schulkreuzung für Radfahrer zu lang.,Ampel
Starker Gegenverkehr auf zu schmalem gemeinsamen Geh-Radweg.,Gefahrenstelle
Verbindung Simmering – Schwechat für Radfahrer fehlt.,Lückenschluss
Die Öffnung dieses asphaltierten Weges für Radler wäre ein guter Lückenschluss zwischen Haymogasse und Endresstraße. Auf FußgängerInnen muss natürlich Rücksicht genommen werden.,Lückenschluss
"An der Ampel Spitalgasse Ecke Lazarettgasse fehlt ein Schild ""Rechtsabbiegen bei Rot für Radfahrende erlaubt"". Man biegt hier in eine Radspur ein.",Markierung oder Schild
Gerüst-Fundament ragt 30cm in den Radstreifen.,Hindernis
Verbindung zwischen Radroute 9 und U3 nicht vorhanden.,Lückenschluss
Großes Loch im Belag nach Wasserleitungsbruch.,Hindernis
Fahrverbot-Schild auf offizieller MTB-Strecke widersprüchlich.,Markierung oder Schild
Zu wenig Zeit für ältere Radfahrer beim Überqueren.,Ampel
Sandsäcke vom Hochwasserschutz noch auf dem Radweg.,Hindernis
Die Rosenhügelstraße sollte zwischen Speisinger Straße und Karl-Schwed-Gasse einen ZweiRichtungsRadweg bzw. eine protected Bike Lane auf südlicher Seite erhalten.,Lückenschluss
"Nach einem Beinaheunfall und mehreren engen Situationen wäre es sinnvoll, dem Radverkehr die Möglichkeit zu bieten, sich bereits an der Ampel vor dem PKW Verkehr zu platzieren, damit dieser im Kreuzungsbereich nicht überholen kann.",Markierung oder Schild
Bodenmarkierung zu schmal für Radstreifen.,Markierung oder Schild
"Bitte Ampel entfernen. Kostet viel, bringt wenig und verschlechtert die Situation. Schutzweg ist ausreichend.",Ampel
Kein Radweg auf dem Abschnitt Gürtel–Mariahilfer Straße.,Lückenschluss
"Fahre mit Kindern gerne in der Rieglgasse, da hier wenig Verkehr ist. Ideal wäre hier noch eine Rampe auf den Radweg in der Schererstraße.",Lückenschluss
Rechtsabbiegestreifen der Autos endet direkt im Radweg.,Gefahrenstelle
Glasscherben auf dem Radweg täglich ein Problem.,Hindernis
Radweg-Benützungspflicht-Ende fehlt nach Engstelle.,Markierung oder Schild
"Ich verstehe nicht, warum nach Umbau der Argentinierstraße jetzt die Ampel deutlich verkürzt geschaltet wurde. Ich habe nicht mitgestoppt, aber auf der Argentinierstraße ist nur für wenige Sekunden grün (ca 15-20) während auf der Weyringerstraße mindest doppelt bis dreifach so lange grün ist.",Ampel
"Die Kurve am Radweg ist viel zu scharf und schlecht einsichtig, wenn man schnell unterwegs ist, ist die Gefahr von Kollisionen sehr groß. (",Gefahrenstelle
Bitte den Pelargonienweg mit dem Zwerchäckerweg verbinden. Damit zwischen Leopoldau und Breitenlee eine direkte Radwegverbindung entsteht.,Lückenschluss
Ampel für Radfahrer zeigt Grün aber Fußgänger kommen entgegen.,Ampel
Straßenbahn und Radfahrer teilen sich die Spur ohne Trennung.,Gefahrenstelle
Ampelschaltung für Radfahrer ungünstig auf der Breiten Gasse.,Ampel
Ampelanlage gibt Radfahrern keine eigene Phase.,Ampel
"Radweg endet, weil Fahrbahn insgesamt schmaler wird. Autofahrer sehen das nicht, dass hier eine Linie aufhört, fahren einfach auf ""ihrem"" Platz gerade weiter. Dabei könnten sie auf die Gleise ausweichen (Hier keine Sperrlinie deshalb).",Gefahrenstelle
Fahrradstraße nicht als solche gekennzeichnet.,Markierung oder Schild
Radfahrer-Ausnahme bei Fahrverbot nicht sichtbar.,Markierung oder Schild
Straße nach Veranstaltung nicht gereinigt – voller Müll.,Hindernis
Radampel am Gürtel öfters ausgefallen.,Ampel
Wegen der Baustelle (vermute ich) ist da ein Fahrverbotsschild (ausgenommen Zufahrt oder so). Da sollte Fahrrad auch ausgenommen sein.,Markierung oder Schild
Radsignal gibt zu wenig Zeit für sichere Überquerung.,Ampel
Kies nach Gartenarbeiten auf dem Radstreifen.,Hindernis
Ampelanlage nach Reparatur noch schlechter als vorher.,Ampel
Gerüst-Fundamente ragen in Radstreifen.,Hindernis
Bodenmarkierung verblasst nach erstem Winter.,Markierung oder Schild
Asphaltaufwölbung durch Hitzeschäden auf Radweg.,Hindernis
Zu viele Schilder auf engem Raum – unübersichtlich.,Markierung oder Schild
Kein Radweg auf der Stadteinfahrt von Süden.,Lückenschluss
Lücke in der Radroute zwischen Meidling und Favoriten.,Lückenschluss
Autofahrer ignorieren Rotphase an der Radfahrerampel.,Gefahrenstelle
Kein Radweg auf der stark befahrenen Simmeringer Lände.,Lückenschluss
Zu kurze Grünphase für Radfahrer beim Linksabbiegen.,Ampel
Lücke im Radnetz zwischen Ottakring und Hernals.,Lückenschluss
Fehlender Wegweiser zur Pfeilgasse am Gürtelradweg.,Markierung oder Schild
Autofahrer von links sehen Radfahrer nicht beim Abbiegen.,Gefahrenstelle
Neue Ampelanlage ohne separate Phase für Radfahrer.,Ampel
Übergehendes Wasser aus Kanalisation auf Radweg.,Hindernis
Keine Kennzeichnung des Zweirichtungsradwegs.,Markierung oder Schild
Kreuzung mit Straßenbahn und schlechter Sicht für Radfahrer.,Gefahrenstelle
Kein Hinweisschild auf Radweg-Umleitung.,Markierung oder Schild
Wasseransammlung nach Starkregen macht Unterführung unpassierbar.,Hindernis
Radfahrer-Grünphase endet bevor Fußgänger-Rot zeigt.,Ampel
Ampelphase endet zu früh für ältere Radfahrer.,Ampel
Kein Hinweis auf Ende des Fahrverbots für Radfahrer.,Markierung oder Schild
Omnibusbahnhof – Busse fahren ohne Rücksicht auf Radfahrer aus.,Gefahrenstelle
Alte Gleise ragen aus dem Boden auf dem Radweg.,Hindernis
Straßenschäden seit Monaten nicht repariert.,Hindernis
Dunkle Unterführung ohne Spiegel – blindes Abbiegen nötig.,Gefahrenstelle
Verkehrszeichen nach Umbau nicht angepasst.,Markierung oder Schild
Hinweisschild Radroute nach Umbau nicht wieder aufgestellt.,Markierung oder Schild
"Hier endet der Radweg plötzlich in einer riesigen Baustelle. Eine Gegenfahrbahn an der östlichen Seite des U4-Centers, um direkt die Meidlinger Hautpstraße zu erreichen, ist aber anscheinend weiterhin nicht vorgesehen.",Lückenschluss
Verbindung Hütteldorf – Auhof für Radfahrer nicht vorhanden.,Lückenschluss
Kein Piktogramm am Ende des Radstreifens.,Markierung oder Schild
Verbindung zum Marchfeldkanal fehlt.,Lückenschluss
Fahrverbotsschild ohne Ausnahme für Radfahrer an Baustelle.,Markierung oder Schild
Keine Radfahrverbindung entlang der Bahn.,Lückenschluss
Straßenmarkierungen abgelöst – scharfe Kanten.,Hindernis
Verbindung zwischen Radroute 11 und Donaustadtbrücke fehlt.,Lückenschluss
Ampelanlage lässt Radfahrer bei Rot stehen obwohl frei.,Ampel
Ampelschaltung lässt Radfahrer unnötig lange warten.,Ampel
Schnee von Einfahrt auf Radweg geworfen – Eisfläche.,Hindernis
Radfahrer-Ampel nach Sturm nicht repariert.,Ampel
Überfahrener Rucksack liegt seit Tagen auf Radweg.,Hindernis
Radampel ohne Countdown nicht rechtzeitig erkennbar.,Ampel
Radfahrer werden beim Linksabbiegen übersehen.,Gefahrenstelle
Schlechte Sicht durch falsch geparkten LKW an der Kreuzung.,Gefahrenstelle
"Bitte keine Bedarfsampeln. Eigentlich allgemein nicht, zumindest aber nicht mit aktiv zu betätigendem Druckknopf. Diese Kreuzungen sind mühsam.",Ampel
Sichtverhältnisse an der Kreuzung Währingerstraße sehr schlecht.,Gefahrenstelle
"aus unbekannten günden bekommt nach der neuerrichtung der ampelanlage der radverkehr auf dem ""radhighway"" erst einige sekunden nach der ampel für die fahrbahn grün",Ampel
Fehlende Verbindung zwischen Radroute 14 und Westbahnhof.,Lückenschluss
Durch Verschmälerung des Gehsteigs wäre ein eigener Radfahrstreifen zur sicheren Überquerung der Brücke sehr gut möglich.,Lückenschluss
Gefährliche Situation durch Fußgänger die plötzlich auf Radweg treten.,Gefahrenstelle
"Aufgrund der Umleitung im Baustellenbereich befindet man sich nach Querung der Universitätsstraße so nahe an der provisorischen Ampelanlage, dass sie nicht zu sehen ist. Viele Radfahrerinnen queren daher die Rathausstraße nach Versicherung dass die Kreuzung frei ist.",Ampel
Radfahrstreifen ohne Piktogramm auf neuer Strecke.,Markierung oder Schild
Ampelanlage erkennt E-Bike nicht als Radfahrer.,Ampel
Ampelanlage schaltet nicht auf Grün wenn kein Auto kommt.,Ampel
Verbindung vom Bahnhof Penzing zum Zentrum fehlt.,Lückenschluss
Die Verbindung Ullmanngasse - Meidlinger Hauptstraße ist nicht nicht praktikabel. Die Alternativen sind: legal mit 4 Ampeln und 4 x Warten oder illegal mit 3 Ampeln (davon eine Fußgängerampel - rot) und 1 Mal warten für die Querung der linken Wienzeile.,Lückenschluss
Radfahrer müssen bei Grün abbiegen obwohl Autos noch fahren.,Gefahrenstelle
Dooring-Zone beim Parkstreifen – Türen werden plötzlich aufgemacht.,Gefahrenstelle
Zu schnelle Autos auf der Rampe beim Parlamentsring.,Gefahrenstelle
Radfahrer-Grün zu kurz für Kreuzung mit Tramgleisen.,Ampel
Radstreifen führt direkt in Türöffnungsbereich geparkter Autos.,Gefahrenstelle
Grünphase fehlt in einer Richtung an der Kreuzung.,Ampel
An dieser Stelle habe ich immer eine offizielle Durchfahrmöglichkeit vermisst (Josefstädter Str -> Neulerchenfelder Str.) Eine Behinderung der Straßenbahn ist kaum zu befürchten.,Lückenschluss
Radfahrstreifen-Markierung unterbrochen ohne Erklärung.,Markierung oder Schild
Radfahrer-Vorrangschild nach Kreuzungsumbau entfernt.,Markierung oder Schild
Beschilderung beim Radweg-Beginn fehlt komplett.,Markierung oder Schild
"Ein durchgehender Radweg (ausgehend von der Donaufelder Str. )auf der Breitenleer Str. wäre toll und ich müsste nicht jeden Tag um mein Leben fürchten, wenn ich zur Arbeit fahre.",Lückenschluss
"Touristen, Radverkehr, Bim und KFZ treffen hier an einer recht unklaren Stelle zusammen.",Gefahrenstelle
Müllcontainer wurde auf Radweg gestellt.,Hindernis
Neue Ampel ohne Berücksichtigung des Radwegs.,Ampel
Schotter von der Böschung auf dem Radweg.,Hindernis
Gefährliches Kopfsteinpflaster auf stark befahrenem Radweg.,Gefahrenstelle
Kein Hinweis auf wartepflichtigen Radweg.,Markierung oder Schild
Bitte synchronisieren mit Kreuzung Marxergasse/Invalidenstr.,Ampel
Radfahrer werden beim Einfahren in Kreisverkehr übersehen.,Gefahrenstelle
Schild nach Winterschäden nicht ersetzt worden.,Markierung oder Schild
Direkte Radverbindung zum Flughafen fehlt.,Lückenschluss
"Die neu errichtete Unterführung hat keinen baulich getrennten Radweg, obwohl die Autos hier extrem schnell unterwegs sind. Die Überleitung auf den Radweg nach der Unterführung erfolgt über die Geradeaus-Spur, weshalb man hoffen muss nicht von einem Auto abgeschossen zu werden.",Gefahrenstelle
"Grundsätzlich wäre ein Schild - Abstand 1,5 m zu Radfahrenden bei Tempo über 30 sinnvoll. Obwohl es hier eine 30 Zone ist.",Markierung oder Schild
"Im moment ist total unklar wo man hier fahren kann mit Rad, Jeder tag andere Situation.",Gefahrenstelle
Beim Praterstern von der Praterstraße zur Lassallestraße fahrend muss man mindestens 3x stehen bleiben.,Ampel
"Diese Ampel wäre ein klassischer Fall für ""Rechts bei Rot"" - va. wenn es stimmt, dass die Baustelle hier noch 5 JAHRE lang bestehen bleibt! Es gibt keinen Quervekehr bei Rot, außer den Radweg auf der Alser Straße.",Ampel
Radfahrer-Ampel nach Beschädigung nicht ersetzt.,Ampel
Kollisionsgefahr am Radstreifen wegen ein- und aussteigender Fahrgäste.,Gefahrenstelle
Keine Radverbindung entlang der Westbahn.,Lückenschluss
Fehlende Bodenmakierung vor Schutzweg.,Markierung oder Schild
Breite Risse im Betonboden des Radwegs – Sturzgefahr.,Hindernis
Grünphase zu kurz – Radfahrer kommen nicht durch.,Ampel
Beschilderung für Shared-Space ohne Radfahrer-Symbol.,Markierung oder Schild
Einbahn-Ausnahme für Radfahrer nicht an Einfahrt erkennbar.,Markierung oder Schild
Scherben nach nächtlichem Vandalismus auf dem Radweg.,Hindernis
Keine Möglichkeit auf dem Rad sicher zum Spital zu kommen.,Lückenschluss
Eine Unterführung unter den Bahngleisen um den Hofstättenweg direkt zu dem Kreisverkehr an der Seyringer Straße zu führen wäre toll.,Lückenschluss
"Radroute-Schilder mit der Beschriftung ""Donaukanalweg"" lotsen Radfahrer in eine falsche Richtung. Die angezeigte Route führt nicht zum Donaukanal sondern zu einer ungeeigneten Einmündung.",Markierung oder Schild
Radweg auf der Rußbergstraße nicht weit genug verlängert.,Lückenschluss
Kette von der Absperrung liegt auf Radway.,Hindernis
"Auch nach dem Umbau dieser Querung bleibt eine Ampel, die erst über eine Schaltfläche aktiviert werden muss. Hier sollte es wenigstens eine automatische Erkennung und idealerweise eine ""intelligente"" Steuerung mit sofortiger Grünschaltung geben,",Ampel
Kein Radweg auf der Breitenleer Straße.,Lückenschluss
Radweg auf der Triester Straße stadtauswärts nicht vorhanden.,Lückenschluss
"In der Muthgasse fehlen zumindest Radfahrstreifen, die Straße ist breit genug und wichtiger Zubringer zum Donaukanal, derzeit aber eher Autorennstrecke insbes. von Mooslackengasse stadtauswärts.",Markierung oder Schild
"Wenn man hier aus der Richtung Sptalgasse die Währingerstraße kommt und in Richtung Ring fährt, ist es unmöglich hier mit einer grünen Phase über beide Ampeln zu kommen - 5 Sekunden mehr Grünphase würden hier schon einen essentiellen Unterschied machen.",Ampel
"Die Befestigung des Weges mit Schotter wurde erneuert, nur zwei Stellen mit üblen und kaum zu überwältigenden Kopfsteinpflaster wurden belassen und nicht Radfahrfreundlich ersetzt",Hindernis
"Seit kurzem leicht übersehbares Loch in der Fahrbahn, Durchmesser ca 15cm und tief genug, für einen Sturz!",Hindernis
Kein Radweg auf der Linken Wienzeile stadtauswärts.,Lückenschluss
Schild in falscher Höhe – für Radfahrer nicht sichtbar.,Markierung oder Schild
"Hier wird anscheinend erwartet, die Kreuzung etappenweise zu überqueren, falls man aus der Argentinierstraße kommen auf den Radweg Richtung Osten will.",Ampel
"Der Radweg von der Wehlistraße zur Rampe Praterbrücke ist durch hereinragendes Gebüsch eingeengt. Auch wenn der Weg nicht so stark benutzt ist, sollte das Gebüsch beschnitten werden.",Hindernis
"Wenn man am Bus/Radstreifen die Neustiftgasse hochfährt steht man hier oft bei einer roten Ampel obwohl die von links kommenden Fahrzeuge auf ihre Eigene spur einbiegen und damit keine Gefahr für die Radfahrer darstellen. Hier wäre eine gute Position für ein ""gerade aus fahren bei rot für Radfahrer"" Schild.",Markierung oder Schild
Tischler hat Holzbretter auf dem Radstreifen gelagert.,Hindernis
Ampel zeigt gleichzeitig Grün für Autos und Radfahrer.,Ampel
Ampelanlage schaltet nie auf Grün für Radfahrer.,Ampel
Großer Ast nach dem Sturm blockiert den Hauptradweg.,Hindernis
Kein Abbiegepfeil für Radfahrer an Abzweigung.,Markierung oder Schild
Hohes Unfallrisiko durch Lieferwagen die auf dem Radstreifen halten.,Gefahrenstelle
Ampelknopf für Radfahrer zu hoch montiert.,Ampel
Sensor funktioniert nur wenn Rad direkt drübersteht.,Ampel
Radsignal nach Kreuzungsumbau nicht erneuert.,Ampel
Verbindung zwischen Hauptradroute und Spital fehlt.,Lückenschluss
Schutzweg ohne Wartepflicht für Autos – Radfahrer gefährdet.,Gefahrenstelle
"Sinnlose Ampel- Fußgängerübergang, der über die halbe Straße fürjrt und dann direkt in den Straßenbahnschienen endet. Ärgerliche unnötige Zeitverzögerung für Radfahrer!",Ampel
Der Fahrradstreifen gegen die Einbahn in der Fröhlichgasse (gegenüber ONr. 56) ist häufig durch parkende PKW verstellt.,Hindernis
Fußgänger queren Radweg ohne zu schauen am Schwedenplatz.,Gefahrenstelle
Radfahrer-Ampel blinkt konstant – keine klare Phase.,Ampel
Hinweis auf Radweg-Umleitung nur auf einer Seite.,Markierung oder Schild
Fahrbahnmarkierung für Radfahrer nach Regen kaum sichtbar.,Markierung oder Schild
Direkte Verbindung vom Donaukanal zur Innenstadt fehlt.,Lückenschluss
"Sehr gefährliche Überfahrt, vor allem vom Schubertring kommend. Abbiegende Autos sind mit hoher Geschwindigkeit unterwegs.",Gefahrenstelle
Kreuzung nach Umbau für Radfahrer unübersichtlicher als vorher.,Gefahrenstelle
Radwegende-Schild fehlt – Radfahrer wissen nicht wohin.,Markierung oder Schild
"An der Ecke bei der PVA ist der Randstein schon so weit in den Asphalt eingesunken, dass da ein ziemliches ""Schlagloch"" entstanden ist",Hindernis
Verbindung Prater – Donauinsel für Radfahrer nicht vorhanden.,Lückenschluss
Ungesicherte Einfahrt zu Supermarkt kreuzt Radweg.,Gefahrenstelle
Fußgänger und Radfahrer haben bereits rot während die Kfz-Linksabbieger noch eine Grünphase haben. Das Verkehrsaufkommen rechtfertigt diese Bevorzugung des Autoverkehrs nicht.,Ampel
"Die Schaffung eines Radweges entlang einer der sechs Nord-Süd-Straßen im Krankenhaus Hietzing wäre sehr praktisch, da man so eine direktere Route statt erst Wolkersbergenstraße nach Südost und dann Hermesstraße nach Westen hätte.",Lückenschluss
An dieser Stelle treten manchmal Leute recht plötzlich auf die Fahrbahn und sind durch die parkenden Fahrzeuge nur schlecht sichbar.,Gefahrenstelle
Keine sichere Verbindung für Schulkinder im 14. Bezirk.,Lückenschluss
Ampel schaltet zu früh auf Rot beim Überqueren.,Ampel
Ampel für Radfahrer gilt auch für Fußgänger – verwirrend.,Ampel
Ausgenommen-Fahrrad Aufkleber auf neuem Schild kaum lesbar.,Markierung oder Schild
Von der Geblergasse kommend zum Gürtel gibt es keine Lösung um halbwegs sicher oder legal auf den Gürtelradweg zu kommen.,Lückenschluss
Wasserrohrbruch – Wasser auf dem Radweg gefroren.,Hindernis
Gefährliche Engstelle durch Bauzaun auf Radweg.,Gefahrenstelle
Holzkisten vor dem Supermarkt auf dem Radweg.,Hindernis
Ringstraße: Autobusse übersehen Radfahrer beim Einfahren in die Haltestelle.,Gefahrenstelle
Hier stehen regelmäßig Mistkübel am Mehrzweckstreifen.,Hindernis
Betonpfosten mitten auf dem alten Radweg ohne Markierung.,Hindernis
Belagschäden durch Wurzeln nahe der Allee.,Hindernis
Piktogramm Fahrrad auf Fahrbahn kaum noch sichtbar.,Markierung oder Schild
Kreuzung beim Westbahnhof – schlechte Sicht durch parkende Autos.,Gefahrenstelle
"Ein Rechtsabbiegeverbot macht es Radfahrern unmöglich von der Mariahilferstraße auf den Gürtelradweg abzubiegen. Eine Zusatztafel ""ausgenommen Fahrräder"" fehlt.",Markierung oder Schild
Kein sicherer Radweg auf der Pellendorfer Straße.,Lückenschluss
Verrottetes Holz von der Brückenreparatur auf Radweg.,Hindernis
Verbindung zum Bahnhof Floridsdorf fehlt komplett.,Lückenschluss
Verbindung Favoriten–Schwechat für Pendler-Radfahrer fehlt.,Lückenschluss
Verbindung vom 21. in den 22. Bezirk fehlt.,Lückenschluss
Kfz fahren mit überhöhter Geschwindigkeit durch die 30er Zone.,Gefahrenstelle
Zu schmaler Radweg bei der Brücke über den Wienfluss.,Gefahrenstelle
Kein Sicherheitsabstand beim Überholen durch Busse.,Gefahrenstelle
Schild für Lastenrad-Zufahrt nicht vorhanden.,Markierung oder Schild
Der Radweg in der Längenfeldgasse auf Höhe Volkshochschule wird über den Parkplatz geführt - in der Mitte gibt es eine sehr steile Auf-und Abfahrten - finde ich täglich aufs Neue sehr unangenehm.,Hindernis
Kein Radweg entlang des Liesingbachs.,Lückenschluss
Wegweiser für Radroute zeigt falsche Entfernung.,Markierung oder Schild
Radweg fehlt auf dem Mehrzweckstreifen.,Lückenschluss
Bodenmarkierung nach Asphaltierung nicht erneuert.,Markierung oder Schild
Radweg auf der Heiligenstädter Straße fehlt.,Lückenschluss
"Die erst kürzlich neu asphaltierte Straße hier ist zu einem Flickenteppich aus Schlaglöchern und Pfützen geworden. Irgendwie hat die Stadt Wien es geschafft, Asphalt unangenehmer zu machen als Kopfste...",Hindernis
Radweg fehlt auf stark befahrener Straße trotz genug Platz.,Lückenschluss
Radweg führt direkt über Straßenbahnschienen – rutschig.,Gefahrenstelle
Radsignal fehlt seit Kreuzungsumbau.,Ampel
Enge Kurve am Donaukanal – Gegenverkehr kaum sichtbar.,Gefahrenstelle
"Will man hier die Himberger Straße zum Radweg Richtung Leopoldsdorf queren, so ist dies aufgrund einer fehlenden Radüberfahrt nur sehr unsicher möglich.",Gefahrenstelle
Laub sehr nass und rutschig – Herbst ist gefährlich.,Hindernis
Ampelzeiten nicht an Schulzeiten angepasst.,Ampel
"Ampel über Franz-Josefs-Kai, stadteinwärts: Es gibt Städte, die in den letzten Jahren die Situation für Radfahrer*innen massiv verbessert haben und auch weiter an einer Verbesserung arbeiten (u.a. Paris). Und dann gibt es Wien: Die Ampel über den Franz-Josefs-Kai war immer schon problematisch, da die Grünphase oftmals mit der querenden Straßenbahn kollidiert, die Wegführung ist schwierig und unübersichtlich.Jetzt wurde auch noch die Grünphase für Radfahrer*innen verkürzt!",Ampel
Schulkinder queren ungesichert den Radweg in Floridsdorf.,Gefahrenstelle
Der Kurze Radweg Gerasdorferstr. bis Allißengasse könnte durchs Feld bis zur Katharina Scheiter Gasse weitergebaut werden. Das wäre eine tolle Verbindung zur Siemensstrasse oder nach Leopoldau über die Lvantgasse oder zur neuen Siedlung beim Gaswerk und auch zur Unterführung Richard Neutra Gasse.,Lückenschluss
Warnschild vor Engstelle für Radfahrer fehlt.,Markierung oder Schild
Ampel für Einfahrt synchronisiert nicht mit Radfahrer-Ampel.,Ampel
Fehlende Route vom Hauptbahnhof zum Belvedere.,Lückenschluss
Schwere Beschädigungen am Belag durch Frost.,Hindernis
Kein sicherer Radweg auf der Südosttangente.,Lückenschluss
Bauzaun ragt in den Radweg hinein.,Hindernis
Alte Bodenmarkierung unklar nach Straßenrenovierung.,Markierung oder Schild
